GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,FINALS_GAME_ID
Shot Chart Detail,42300405,135,1628369,Jayson Tatum,1610612738,Boston Celtics,1,2,12,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,5,1,1,20240617,BOS,DAL,2023-24,42300405
Shot Chart Detail,42300405,149,1628369,Jayson Tatum,1610612738,Boston Celtics,1,0,38,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,18,1,1,20240617,BOS,DAL,2023-24,42300405
Shot Chart Detail,42300405,152,1628369,Jayson Tatum,1610612738,Boston Celtics,1,0,5,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-140,232,1,0,20240617,BOS,DAL,2023-24,42300405
Shot Chart Detail,42300405,208,1628369,Jayson Tatum,1610612738,Boston Celtics,2,7,32,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,22,16,1,1,20240617,BOS,DAL,2023-24,42300405
Shot Chart Detail,42300405,214,1628369,Jayson Tatum,1610612738,Boston Celtics,2,7,8,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,17,1,1,20240617,BOS,DAL,2023-24,42300405
Shot Chart Detail,42300405,248,1628369,Jayson Tatum,1610612738,Boston Celtics,2,5,33,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,12,1,1,20240617,BOS,DAL,2023-24,42300405
Shot Chart Detail,42300405,308,1628369,Jayson Tatum,1610612738,Boston Celtics,2,0,13,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-157,227,1,1,20240617,BOS,DAL,2023-24,42300405
Shot Chart Detail,42300405,335,1628369,Jayson Tatum,1610612738,Boston Celtics,3,11,35,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,83,80,1,0,20240617,BOS,DAL,2023-24,42300405
Shot Chart Detail,42300405,338,1628369,Jayson Tatum,1610612738,Boston Celtics,3,11,4,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,3,1,1,20240617,BOS,DAL,2023-24,42300405
Shot Chart Detail,42300405,372,1628369,Jayson Tatum,1610612738,Boston Celtics,3,8,33,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-2,36,1,0,20240617,BOS,DAL,2023-24,42300405
Shot Chart Detail,42300405,396,1628369,Jayson Tatum,1610612738,Boston Celtics,3,6,14,Missed Shot,Jump Bank Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,94,257,1,0,20240617,BOS,DAL,2023-24,42300405
Shot Chart Detail,42300405,429,1628369,Jayson Tatum,1610612738,Boston Celtics,3,4,12,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,16,24,1,0,20240617,BOS,DAL,2023-24,42300405
Shot Chart Detail,42300405,480,1628369,Jayson Tatum,1610612738,Boston Celtics,3,0,50,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,120,235,1,0,20240617,BOS,DAL,2023-24,42300405
Shot Chart Detail,42300405,541,1628369,Jayson Tatum,1610612738,Boston Celtics,4,7,52,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-47,15,1,1,20240617,BOS,DAL,2023-24,42300405
Shot Chart Detail,42300405,546,1628369,Jayson Tatum,1610612738,Boston Celtics,4,7,18,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,86,158,1,1,20240617,BOS,DAL,2023-24,42300405
Shot Chart Detail,42300405,550,1628369,Jayson Tatum,1610612738,Boston Celtics,4,6,49,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,159,215,1,0,20240617,BOS,DAL,2023-24,42300405
Shot Chart Detail,42300405,572,1628369,Jayson Tatum,1610612738,Boston Celtics,4,5,10,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,2,32,1,1,20240617,BOS,DAL,2023-24,42300405
Shot Chart Detail,42300405,575,1628369,Jayson Tatum,1610612738,Boston Celtics,4,4,39,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,31,20,1,1,20240617,BOS,DAL,2023-24,42300405
Shot Chart Detail,42300405,597,1628369,Jayson Tatum,1610612738,Boston Celtics,4,2,46,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,26,25,1,0,20240617,BOS,DAL,2023-24,42300405
Shot Chart Detail,42300405,625,1628369,Jayson Tatum,1610612738,Boston Celtics,4,1,38,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-49,257,1,0,20240617,BOS,DAL,2023-24,42300405
Shot Chart Detail,42000401,34,201950,Jrue Holiday,1610612749,Milwaukee Bucks,1,9,5,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,117,230,1,0,20210706,PHX,MIL,2020-21,42000401
Shot Chart Detail,42000401,55,201950,Jrue Holiday,1610612749,Milwaukee Bucks,1,7,23,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,10,39,1,0,20210706,PHX,MIL,2020-21,42000401
Shot Chart Detail,42000401,105,201950,Jrue Holiday,1610612749,Milwaukee Bucks,1,3,57,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,139,99,1,0,20210706,PHX,MIL,2020-21,42000401
Shot Chart Detail,42000401,113,201950,Jrue Holiday,1610612749,Milwaukee Bucks,1,3,9,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-18,11,1,0,20210706,PHX,MIL,2020-21,42000401
Shot Chart Detail,42000401,213,201950,Jrue Holiday,1610612749,Milwaukee Bucks,2,7,41,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,9,-50,86,1,1,20210706,PHX,MIL,2020-21,42000401
Shot Chart Detail,42000401,227,201950,Jrue Holiday,1610612749,Milwaukee Bucks,2,6,11,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-139,225,1,0,20210706,PHX,MIL,2020-21,42000401
Shot Chart Detail,42000401,255,201950,Jrue Holiday,1610612749,Milwaukee Bucks,2,3,59,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-3,105,1,1,20210706,PHX,MIL,2020-21,42000401
Shot Chart Detail,42000401,302,201950,Jrue Holiday,1610612749,Milwaukee Bucks,2,0,43,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-43,26,1,0,20210706,PHX,MIL,2020-21,42000401
Shot Chart Detail,42000401,342,201950,Jrue Holiday,1610612749,Milwaukee Bucks,3,9,27,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-232,77,1,0,20210706,PHX,MIL,2020-21,42000401
Shot Chart Detail,42000401,387,201950,Jrue Holiday,1610612749,Milwaukee Bucks,3,6,17,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,18,167,1,0,20210706,PHX,MIL,2020-21,42000401
Shot Chart Detail,42000401,391,201950,Jrue Holiday,1610612749,Milwaukee Bucks,3,6,2,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-15,-1,1,1,20210706,PHX,MIL,2020-21,42000401
Shot Chart Detail,42000401,409,201950,Jrue Holiday,1610612749,Milwaukee Bucks,3,3,41,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,27,99,1,0,20210706,PHX,MIL,2020-21,42000401
Shot Chart Detail,42000401,502,201950,Jrue Holiday,1610612749,Milwaukee Bucks,4,8,29,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,51,38,1,1,20210706,PHX,MIL,2020-21,42000401
Shot Chart Detail,42000401,574,201950,Jrue Holiday,1610612749,Milwaukee Bucks,4,2,24,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-234,-22,1,0,20210706,PHX,MIL,2020-21,42000401
Shot Chart Detail,42000402,7,201950,Jrue Holiday,1610612749,Milwaukee Bucks,1,11,45,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-141,215,1,0,20210708,PHX,MIL,2020-21,42000402
Shot Chart Detail,42000402,13,201950,Jrue Holiday,1610612749,Milwaukee Bucks,1,10,51,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,98,127,1,1,20210708,PHX,MIL,2020-21,42000402
Shot Chart Detail,42000402,21,201950,Jrue Holiday,1610612749,Milwaukee Bucks,1,10,2,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,4,1,1,20210708,PHX,MIL,2020-21,42000402
Shot Chart Detail,42000402,24,201950,Jrue Holiday,1610612749,Milwaukee Bucks,1,9,35,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-4,1,0,20210708,PHX,MIL,2020-21,42000402
Shot Chart Detail,42000402,42,201950,Jrue Holiday,1610612749,Milwaukee Bucks,1,7,31,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-8,0,1,1,20210708,PHX,MIL,2020-21,42000402
Shot Chart Detail,42000402,53,201950,Jrue Holiday,1610612749,Milwaukee Bucks,1,6,43,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,4,58,1,0,20210708,PHX,MIL,2020-21,42000402
Shot Chart Detail,42000402,61,201950,Jrue Holiday,1610612749,Milwaukee Bucks,1,5,46,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,-6,1,0,20210708,PHX,MIL,2020-21,42000402
Shot Chart Detail,42000402,67,201950,Jrue Holiday,1610612749,Milwaukee Bucks,1,5,17,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-76,-4,1,0,20210708,PHX,MIL,2020-21,42000402
Shot Chart Detail,42000402,75,201950,Jrue Holiday,1610612749,Milwaukee Bucks,1,3,57,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-23,-11,1,0,20210708,PHX,MIL,2020-21,42000402
Shot Chart Detail,42000402,165,201950,Jrue Holiday,1610612749,Milwaukee Bucks,2,9,58,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,10,-68,86,1,0,20210708,PHX,MIL,2020-21,42000402
Shot Chart Detail,42000402,171,201950,Jrue Holiday,1610612749,Milwaukee Bucks,2,9,33,Missed Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,7,1,0,20210708,PHX,MIL,2020-21,42000402
Shot Chart Detail,42000402,190,201950,Jrue Holiday,1610612749,Milwaukee Bucks,2,8,39,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-8,1,1,0,20210708,PHX,MIL,2020-21,42000402
Shot Chart Detail,42000402,287,201950,Jrue Holiday,1610612749,Milwaukee Bucks,2,1,15,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,-9,1,0,20210708,PHX,MIL,2020-21,42000402
Shot Chart Detail,42000402,289,201950,Jrue Holiday,1610612749,Milwaukee Bucks,2,1,10,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-219,118,1,0,20210708,PHX,MIL,2020-21,42000402
Shot Chart Detail,42000402,319,201950,Jrue Holiday,1610612749,Milwaukee Bucks,3,11,23,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,144,216,1,1,20210708,PHX,MIL,2020-21,42000402
Shot Chart Detail,42000402,322,201950,Jrue Holiday,1610612749,Milwaukee Bucks,3,10,57,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-134,10,1,0,20210708,PHX,MIL,2020-21,42000402
Shot Chart Detail,42000402,395,201950,Jrue Holiday,1610612749,Milwaukee Bucks,3,5,8,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,78,150,1,0,20210708,PHX,MIL,2020-21,42000402
Shot Chart Detail,42000402,510,201950,Jrue Holiday,1610612749,Milwaukee Bucks,4,11,44,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,17,29,1,1,20210708,PHX,MIL,2020-21,42000402
Shot Chart Detail,42000402,549,201950,Jrue Holiday,1610612749,Milwaukee Bucks,4,8,5,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-21,11,1,0,20210708,PHX,MIL,2020-21,42000402
Shot Chart Detail,42000402,568,201950,Jrue Holiday,1610612749,Milwaukee Bucks,4,6,37,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-14,9,1,1,20210708,PHX,MIL,2020-21,42000402
Shot Chart Detail,42000402,571,201950,Jrue Holiday,1610612749,Milwaukee Bucks,4,6,10,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,8,1,1,20210708,PHX,MIL,2020-21,42000402
Shot Chart Detail,42000403,11,201950,Jrue Holiday,1610612749,Milwaukee Bucks,1,11,7,Made Shot,Running Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-229,6,1,1,20210711,MIL,PHX,2020-21,42000403
Shot Chart Detail,42000403,32,201950,Jrue Holiday,1610612749,Milwaukee Bucks,1,8,44,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-170,217,1,0,20210711,MIL,PHX,2020-21,42000403
Shot Chart Detail,42000403,51,201950,Jrue Holiday,1610612749,Milwaukee Bucks,1,7,48,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-12,30,1,1,20210711,MIL,PHX,2020-21,42000403
Shot Chart Detail,42000403,64,201950,Jrue Holiday,1610612749,Milwaukee Bucks,1,6,20,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-40,265,1,0,20210711,MIL,PHX,2020-21,42000403
Shot Chart Detail,42000403,82,201950,Jrue Holiday,1610612749,Milwaukee Bucks,1,4,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-136,236,1,0,20210711,MIL,PHX,2020-21,42000403
Shot Chart Detail,42000403,196,201950,Jrue Holiday,1610612749,Milwaukee Bucks,2,10,25,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,234,4,1,0,20210711,MIL,PHX,2020-21,42000403
Shot Chart Detail,42000403,255,201950,Jrue Holiday,1610612749,Milwaukee Bucks,2,4,35,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-58,113,1,1,20210711,MIL,PHX,2020-21,42000403
Shot Chart Detail,42000403,380,201950,Jrue Holiday,1610612749,Milwaukee Bucks,3,8,28,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-32,2,1,0,20210711,MIL,PHX,2020-21,42000403
Shot Chart Detail,42000403,409,201950,Jrue Holiday,1610612749,Milwaukee Bucks,3,6,29,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,94,253,1,1,20210711,MIL,PHX,2020-21,42000403
Shot Chart Detail,42000403,419,201950,Jrue Holiday,1610612749,Milwaukee Bucks,3,5,3,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,96,240,1,1,20210711,MIL,PHX,2020-21,42000403
Shot Chart Detail,42000403,431,201950,Jrue Holiday,1610612749,Milwaukee Bucks,3,4,23,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,218,143,1,1,20210711,MIL,PHX,2020-21,42000403
Shot Chart Detail,42000403,434,201950,Jrue Holiday,1610612749,Milwaukee Bucks,3,4,4,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,4,255,1,0,20210711,MIL,PHX,2020-21,42000403
Shot Chart Detail,42000403,485,201950,Jrue Holiday,1610612749,Milwaukee Bucks,3,1,32,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-74,243,1,1,20210711,MIL,PHX,2020-21,42000403
Shot Chart Detail,42000403,629,201950,Jrue Holiday,1610612749,Milwaukee Bucks,4,3,14,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,13,20,1,1,20210711,MIL,PHX,2020-21,42000403
Shot Chart Detail,42000404,13,201950,Jrue Holiday,1610612749,Milwaukee Bucks,1,10,56,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-191,185,1,0,20210714,MIL,PHX,2020-21,42000404
Shot Chart Detail,42000404,44,201950,Jrue Holiday,1610612749,Milwaukee Bucks,1,7,53,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-21,27,1,0,20210714,MIL,PHX,2020-21,42000404
Shot Chart Detail,42000404,61,201950,Jrue Holiday,1610612749,Milwaukee Bucks,1,6,47,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-114,241,1,0,20210714,MIL,PHX,2020-21,42000404
Shot Chart Detail,42000404,75,201950,Jrue Holiday,1610612749,Milwaukee Bucks,1,5,41,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,105,0,1,0,20210714,MIL,PHX,2020-21,42000404
Shot Chart Detail,42000404,88,201950,Jrue Holiday,1610612749,Milwaukee Bucks,1,4,0,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-11,53,1,0,20210714,MIL,PHX,2020-21,42000404
Shot Chart Detail,42000404,144,201950,Jrue Holiday,1610612749,Milwaukee Bucks,1,0,10,Made Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,18,1,1,20210714,MIL,PHX,2020-21,42000404
Shot Chart Detail,42000404,177,201950,Jrue Holiday,1610612749,Milwaukee Bucks,2,8,57,Made Shot,Pullup Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,16,1,1,20210714,MIL,PHX,2020-21,42000404
Shot Chart Detail,42000404,189,201950,Jrue Holiday,1610612749,Milwaukee Bucks,2,8,26,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-20,62,1,0,20210714,MIL,PHX,2020-21,42000404
Shot Chart Detail,42000404,286,201950,Jrue Holiday,1610612749,Milwaukee Bucks,2,1,33,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,16,6,1,1,20210714,MIL,PHX,2020-21,42000404
Shot Chart Detail,42000404,296,201950,Jrue Holiday,1610612749,Milwaukee Bucks,2,1,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-131,242,1,0,20210714,MIL,PHX,2020-21,42000404
Shot Chart Detail,42000404,338,201950,Jrue Holiday,1610612749,Milwaukee Bucks,3,10,16,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,59,51,1,0,20210714,MIL,PHX,2020-21,42000404
Shot Chart Detail,42000404,466,201950,Jrue Holiday,1610612749,Milwaukee Bucks,3,1,23,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,9,1,0,20210714,MIL,PHX,2020-21,42000404
Shot Chart Detail,42000404,495,201950,Jrue Holiday,1610612749,Milwaukee Bucks,4,10,57,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,25,119,1,0,20210714,MIL,PHX,2020-21,42000404
Shot Chart Detail,42000404,497,201950,Jrue Holiday,1610612749,Milwaukee Bucks,4,10,50,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,98,261,1,0,20210714,MIL,PHX,2020-21,42000404
Shot Chart Detail,42000404,503,201950,Jrue Holiday,1610612749,Milwaukee Bucks,4,10,39,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,82,98,1,1,20210714,MIL,PHX,2020-21,42000404
Shot Chart Detail,42000404,506,201950,Jrue Holiday,1610612749,Milwaukee Bucks,4,10,9,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,136,100,1,0,20210714,MIL,PHX,2020-21,42000404
Shot Chart Detail,42000404,516,201950,Jrue Holiday,1610612749,Milwaukee Bucks,4,9,15,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,11,1,0,20210714,MIL,PHX,2020-21,42000404
Shot Chart Detail,42000404,598,201950,Jrue Holiday,1610612749,Milwaukee Bucks,4,4,8,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,145,222,1,0,20210714,MIL,PHX,2020-21,42000404
Shot Chart Detail,42000404,602,201950,Jrue Holiday,1610612749,Milwaukee Bucks,4,3,41,Missed Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,32,38,1,0,20210714,MIL,PHX,2020-21,42000404
Shot Chart Detail,42000404,615,201950,Jrue Holiday,1610612749,Milwaukee Bucks,4,2,30,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-81,167,1,0,20210714,MIL,PHX,2020-21,42000404
Shot Chart Detail,42000405,7,201950,Jrue Holiday,1610612749,Milwaukee Bucks,1,11,44,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-142,130,1,1,20210717,PHX,MIL,2020-21,42000405
Shot Chart Detail,42000405,51,201950,Jrue Holiday,1610612749,Milwaukee Bucks,1,7,14,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-165,29,1,1,20210717,PHX,MIL,2020-21,42000405
Shot Chart Detail,42000405,139,201950,Jrue Holiday,1610612749,Milwaukee Bucks,1,1,15,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-44,75,1,0,20210717,PHX,MIL,2020-21,42000405
Shot Chart Detail,42000405,150,201950,Jrue Holiday,1610612749,Milwaukee Bucks,1,0,0,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,16,23,1,0,20210717,PHX,MIL,2020-21,42000405
Shot Chart Detail,42000405,173,201950,Jrue Holiday,1610612749,Milwaukee Bucks,2,11,5,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-33,18,1,1,20210717,PHX,MIL,2020-21,42000405
Shot Chart Detail,42000405,180,201950,Jrue Holiday,1610612749,Milwaukee Bucks,2,10,44,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,60,260,1,1,20210717,PHX,MIL,2020-21,42000405
Shot Chart Detail,42000405,187,201950,Jrue Holiday,1610612749,Milwaukee Bucks,2,9,46,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,4,1,1,20210717,PHX,MIL,2020-21,42000405
Shot Chart Detail,42000405,207,201950,Jrue Holiday,1610612749,Milwaukee Bucks,2,8,6,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,22,116,195,1,1,20210717,PHX,MIL,2020-21,42000405
Shot Chart Detail,42000405,261,201950,Jrue Holiday,1610612749,Milwaukee Bucks,2,7,24,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-211,140,1,0,20210717,PHX,MIL,2020-21,42000405
Shot Chart Detail,42000405,288,201950,Jrue Holiday,1610612749,Milwaukee Bucks,2,2,2,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,41,100,1,1,20210717,PHX,MIL,2020-21,42000405
Shot Chart Detail,42000405,291,201950,Jrue Holiday,1610612749,Milwaukee Bucks,2,1,27,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,30,-159,265,1,1,20210717,PHX,MIL,2020-21,42000405
Shot Chart Detail,42000405,361,201950,Jrue Holiday,1610612749,Milwaukee Bucks,3,7,20,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,137,10,1,1,20210717,PHX,MIL,2020-21,42000405
Shot Chart Detail,42000405,372,201950,Jrue Holiday,1610612749,Milwaukee Bucks,3,6,31,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-174,189,1,1,20210717,PHX,MIL,2020-21,42000405
Shot Chart Detail,42000405,411,201950,Jrue Holiday,1610612749,Milwaukee Bucks,3,2,54,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,61,64,1,1,20210717,PHX,MIL,2020-21,42000405
Shot Chart Detail,42000405,418,201950,Jrue Holiday,1610612749,Milwaukee Bucks,3,2,15,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-172,194,1,0,20210717,PHX,MIL,2020-21,42000405
