GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,FINALS_GAME_ID
Shot Chart Detail,42000405,471,201950,Jrue Holiday,1610612749,Milwaukee Bucks,4,10,48,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-37,21,1,0,20210717,PHX,MIL,2020-21,42000405
Shot Chart Detail,42000405,503,201950,Jrue Holiday,1610612749,Milwaukee Bucks,4,9,8,Made Shot,Jump Bank Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-46,72,1,1,20210717,PHX,MIL,2020-21,42000405
Shot Chart Detail,42000405,510,201950,Jrue Holiday,1610612749,Milwaukee Bucks,4,8,19,Missed Shot,Step Back Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-233,26,1,0,20210717,PHX,MIL,2020-21,42000405
Shot Chart Detail,42000405,556,201950,Jrue Holiday,1610612749,Milwaukee Bucks,4,4,1,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-103,55,1,0,20210717,PHX,MIL,2020-21,42000405
Shot Chart Detail,42000405,599,201950,Jrue Holiday,1610612749,Milwaukee Bucks,4,0,31,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,25,117,1,0,20210717,PHX,MIL,2020-21,42000405
Shot Chart Detail,42000406,10,201950,Jrue Holiday,1610612749,Milwaukee Bucks,1,11,21,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19,-189,44,1,0,20210720,MIL,PHX,2020-21,42000406
Shot Chart Detail,42000406,33,201950,Jrue Holiday,1610612749,Milwaukee Bucks,1,9,20,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-82,260,1,0,20210720,MIL,PHX,2020-21,42000406
Shot Chart Detail,42000406,38,201950,Jrue Holiday,1610612749,Milwaukee Bucks,1,8,52,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,-49,141,1,0,20210720,MIL,PHX,2020-21,42000406
Shot Chart Detail,42000406,60,201950,Jrue Holiday,1610612749,Milwaukee Bucks,1,6,33,Made Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,24,61,1,1,20210720,MIL,PHX,2020-21,42000406
Shot Chart Detail,42000406,125,201950,Jrue Holiday,1610612749,Milwaukee Bucks,1,2,45,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,13,27,1,0,20210720,MIL,PHX,2020-21,42000406
Shot Chart Detail,42000406,127,201950,Jrue Holiday,1610612749,Milwaukee Bucks,1,2,44,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20210720,MIL,PHX,2020-21,42000406
Shot Chart Detail,42000406,181,201950,Jrue Holiday,1610612749,Milwaukee Bucks,2,9,51,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,135,230,1,0,20210720,MIL,PHX,2020-21,42000406
Shot Chart Detail,42000406,190,201950,Jrue Holiday,1610612749,Milwaukee Bucks,2,8,55,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,21,31,1,0,20210720,MIL,PHX,2020-21,42000406
Shot Chart Detail,42000406,235,201950,Jrue Holiday,1610612749,Milwaukee Bucks,2,5,57,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,146,-11,1,0,20210720,MIL,PHX,2020-21,42000406
Shot Chart Detail,42000406,254,201950,Jrue Holiday,1610612749,Milwaukee Bucks,2,4,37,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,146,102,1,0,20210720,MIL,PHX,2020-21,42000406
Shot Chart Detail,42000406,285,201950,Jrue Holiday,1610612749,Milwaukee Bucks,2,2,57,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-55,142,1,0,20210720,MIL,PHX,2020-21,42000406
Shot Chart Detail,42000406,327,201950,Jrue Holiday,1610612749,Milwaukee Bucks,3,11,48,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,38,1,0,20210720,MIL,PHX,2020-21,42000406
Shot Chart Detail,42000406,355,201950,Jrue Holiday,1610612749,Milwaukee Bucks,3,9,27,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2,21,1,1,20210720,MIL,PHX,2020-21,42000406
Shot Chart Detail,42000406,398,201950,Jrue Holiday,1610612749,Milwaukee Bucks,3,5,6,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-48,101,1,0,20210720,MIL,PHX,2020-21,42000406
Shot Chart Detail,42000406,427,201950,Jrue Holiday,1610612749,Milwaukee Bucks,3,3,17,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-226,22,1,1,20210720,MIL,PHX,2020-21,42000406
Shot Chart Detail,42000406,488,201950,Jrue Holiday,1610612749,Milwaukee Bucks,3,0,0,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,215,163,1,0,20210720,MIL,PHX,2020-21,42000406
Shot Chart Detail,42000406,513,201950,Jrue Holiday,1610612749,Milwaukee Bucks,4,10,23,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,134,232,1,1,20210720,MIL,PHX,2020-21,42000406
Shot Chart Detail,42000406,518,201950,Jrue Holiday,1610612749,Milwaukee Bucks,4,10,4,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-123,237,1,0,20210720,MIL,PHX,2020-21,42000406
Shot Chart Detail,42000406,604,201950,Jrue Holiday,1610612749,Milwaukee Bucks,4,4,2,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,101,120,1,0,20210720,MIL,PHX,2020-21,42000406
Shot Chart Detail,42300401,11,201950,Jrue Holiday,1610612738,Boston Celtics,1,11,8,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-163,216,1,1,20240606,BOS,DAL,2023-24,42300401
Shot Chart Detail,42300401,42,201950,Jrue Holiday,1610612738,Boston Celtics,1,8,15,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,13,1,1,20240606,BOS,DAL,2023-24,42300401
Shot Chart Detail,42300401,145,201950,Jrue Holiday,1610612738,Boston Celtics,1,0,0,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,75,29,1,0,20240606,BOS,DAL,2023-24,42300401
Shot Chart Detail,42300401,226,201950,Jrue Holiday,1610612738,Boston Celtics,2,5,55,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-49,267,1,0,20240606,BOS,DAL,2023-24,42300401
Shot Chart Detail,42300401,336,201950,Jrue Holiday,1610612738,Boston Celtics,3,8,23,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,118,227,1,0,20240606,BOS,DAL,2023-24,42300401
Shot Chart Detail,42300401,384,201950,Jrue Holiday,1610612738,Boston Celtics,3,4,40,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,48,1,0,20240606,BOS,DAL,2023-24,42300401
Shot Chart Detail,42300401,512,201950,Jrue Holiday,1610612738,Boston Celtics,4,9,18,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-21,-1,1,1,20240606,BOS,DAL,2023-24,42300401
Shot Chart Detail,42300401,528,201950,Jrue Holiday,1610612738,Boston Celtics,4,7,57,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-51,35,1,0,20240606,BOS,DAL,2023-24,42300401
Shot Chart Detail,42300401,549,201950,Jrue Holiday,1610612738,Boston Celtics,4,5,49,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,237,38,1,1,20240606,BOS,DAL,2023-24,42300401
Shot Chart Detail,42300402,8,201950,Jrue Holiday,1610612738,Boston Celtics,1,11,30,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,5,1,1,20240609,BOS,DAL,2023-24,42300402
Shot Chart Detail,42300402,28,201950,Jrue Holiday,1610612738,Boston Celtics,1,9,20,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,18,1,1,20240609,BOS,DAL,2023-24,42300402
Shot Chart Detail,42300402,45,201950,Jrue Holiday,1610612738,Boston Celtics,1,8,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-227,120,1,0,20240609,BOS,DAL,2023-24,42300402
Shot Chart Detail,42300402,258,201950,Jrue Holiday,1610612738,Boston Celtics,2,5,22,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1,28,1,1,20240609,BOS,DAL,2023-24,42300402
Shot Chart Detail,42300402,270,201950,Jrue Holiday,1610612738,Boston Celtics,2,4,43,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-27,10,1,1,20240609,BOS,DAL,2023-24,42300402
Shot Chart Detail,42300402,280,201950,Jrue Holiday,1610612738,Boston Celtics,2,3,59,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-96,107,1,0,20240609,BOS,DAL,2023-24,42300402
Shot Chart Detail,42300402,291,201950,Jrue Holiday,1610612738,Boston Celtics,2,3,30,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,11,1,1,20240609,BOS,DAL,2023-24,42300402
Shot Chart Detail,42300402,299,201950,Jrue Holiday,1610612738,Boston Celtics,2,2,30,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-3,45,1,1,20240609,BOS,DAL,2023-24,42300402
Shot Chart Detail,42300402,324,201950,Jrue Holiday,1610612738,Boston Celtics,2,0,37,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,31,1,1,20240609,BOS,DAL,2023-24,42300402
Shot Chart Detail,42300402,357,201950,Jrue Holiday,1610612738,Boston Celtics,3,9,44,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-20,27,1,1,20240609,BOS,DAL,2023-24,42300402
Shot Chart Detail,42300402,435,201950,Jrue Holiday,1610612738,Boston Celtics,3,3,51,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,2,1,1,20240609,BOS,DAL,2023-24,42300402
Shot Chart Detail,42300402,447,201950,Jrue Holiday,1610612738,Boston Celtics,3,2,57,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-16,25,1,1,20240609,BOS,DAL,2023-24,42300402
Shot Chart Detail,42300402,571,201950,Jrue Holiday,1610612738,Boston Celtics,4,6,2,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-227,30,1,0,20240609,BOS,DAL,2023-24,42300402
Shot Chart Detail,42300402,588,201950,Jrue Holiday,1610612738,Boston Celtics,4,4,3,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-179,199,1,1,20240609,BOS,DAL,2023-24,42300402
Shot Chart Detail,42300403,15,201950,Jrue Holiday,1610612738,Boston Celtics,1,10,45,Missed Shot,Step Back Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-223,-18,1,0,20240612,DAL,BOS,2023-24,42300403
Shot Chart Detail,42300403,38,201950,Jrue Holiday,1610612738,Boston Celtics,1,8,45,Missed Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-17,8,1,0,20240612,DAL,BOS,2023-24,42300403
Shot Chart Detail,42300403,48,201950,Jrue Holiday,1610612738,Boston Celtics,1,7,57,Missed Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,20,59,1,0,20240612,DAL,BOS,2023-24,42300403
Shot Chart Detail,42300403,52,201950,Jrue Holiday,1610612738,Boston Celtics,1,7,24,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,148,-8,1,1,20240612,DAL,BOS,2023-24,42300403
Shot Chart Detail,42300403,225,201950,Jrue Holiday,1610612738,Boston Celtics,2,6,28,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,45,19,1,0,20240612,DAL,BOS,2023-24,42300403
Shot Chart Detail,42300403,264,201950,Jrue Holiday,1610612738,Boston Celtics,2,2,39,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,32,15,1,1,20240612,DAL,BOS,2023-24,42300403
Shot Chart Detail,42300403,315,201950,Jrue Holiday,1610612738,Boston Celtics,3,11,6,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-12,23,1,1,20240612,DAL,BOS,2023-24,42300403
Shot Chart Detail,42300403,329,201950,Jrue Holiday,1610612738,Boston Celtics,3,9,20,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-201,180,1,1,20240612,DAL,BOS,2023-24,42300403
Shot Chart Detail,42300403,520,201950,Jrue Holiday,1610612738,Boston Celtics,4,5,26,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-4,253,1,0,20240612,DAL,BOS,2023-24,42300403
Shot Chart Detail,42300404,82,201950,Jrue Holiday,1610612738,Boston Celtics,1,4,34,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,28,64,1,0,20240614,DAL,BOS,2023-24,42300404
Shot Chart Detail,42300404,133,201950,Jrue Holiday,1610612738,Boston Celtics,1,1,32,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-43,8,1,0,20240614,DAL,BOS,2023-24,42300404
Shot Chart Detail,42300404,234,201950,Jrue Holiday,1610612738,Boston Celtics,2,7,40,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-42,14,1,0,20240614,DAL,BOS,2023-24,42300404
Shot Chart Detail,42300404,268,201950,Jrue Holiday,1610612738,Boston Celtics,2,4,25,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-25,56,1,0,20240614,DAL,BOS,2023-24,42300404
Shot Chart Detail,42300404,326,201950,Jrue Holiday,1610612738,Boston Celtics,2,2,11,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-99,226,1,0,20240614,DAL,BOS,2023-24,42300404
Shot Chart Detail,42300404,350,201950,Jrue Holiday,1610612738,Boston Celtics,2,0,32,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-66,237,1,1,20240614,DAL,BOS,2023-24,42300404
Shot Chart Detail,42300404,418,201950,Jrue Holiday,1610612738,Boston Celtics,3,7,50,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,93,241,1,0,20240614,DAL,BOS,2023-24,42300404
Shot Chart Detail,42300404,430,201950,Jrue Holiday,1610612738,Boston Celtics,3,7,14,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-17,0,1,1,20240614,DAL,BOS,2023-24,42300404
Shot Chart Detail,42300404,463,201950,Jrue Holiday,1610612738,Boston Celtics,3,4,47,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,2,54,1,1,20240614,DAL,BOS,2023-24,42300404
Shot Chart Detail,42300404,466,201950,Jrue Holiday,1610612738,Boston Celtics,3,4,21,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,229,33,1,1,20240614,DAL,BOS,2023-24,42300404
Shot Chart Detail,42300405,7,201950,Jrue Holiday,1610612738,Boston Celtics,1,11,40,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,10,1,1,20240617,BOS,DAL,2023-24,42300405
Shot Chart Detail,42300405,30,201950,Jrue Holiday,1610612738,Boston Celtics,1,9,34,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1,17,1,1,20240617,BOS,DAL,2023-24,42300405
Shot Chart Detail,42300405,42,201950,Jrue Holiday,1610612738,Boston Celtics,1,8,24,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,11,1,1,20240617,BOS,DAL,2023-24,42300405
Shot Chart Detail,42300405,85,201950,Jrue Holiday,1610612738,Boston Celtics,1,5,46,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,2,1,0,20240617,BOS,DAL,2023-24,42300405
Shot Chart Detail,42300405,201,201950,Jrue Holiday,1610612738,Boston Celtics,2,8,10,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,214,126,1,1,20240617,BOS,DAL,2023-24,42300405
Shot Chart Detail,42300405,231,201950,Jrue Holiday,1610612738,Boston Celtics,2,6,47,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-22,28,1,0,20240617,BOS,DAL,2023-24,42300405
Shot Chart Detail,42300405,234,201950,Jrue Holiday,1610612738,Boston Celtics,2,6,45,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-25,17,1,0,20240617,BOS,DAL,2023-24,42300405
Shot Chart Detail,42300405,252,201950,Jrue Holiday,1610612738,Boston Celtics,2,5,0,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-23,12,1,0,20240617,BOS,DAL,2023-24,42300405
Shot Chart Detail,42300405,282,201950,Jrue Holiday,1610612738,Boston Celtics,2,2,51,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,2,1,1,20240617,BOS,DAL,2023-24,42300405
Shot Chart Detail,42300405,365,201950,Jrue Holiday,1610612738,Boston Celtics,3,9,10,Made Shot,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-38,27,1,1,20240617,BOS,DAL,2023-24,42300405
Shot Chart Detail,42300405,381,201950,Jrue Holiday,1610612738,Boston Celtics,3,7,40,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-205,188,1,0,20240617,BOS,DAL,2023-24,42300405
Shot Chart Detail,42300405,398,201950,Jrue Holiday,1610612738,Boston Celtics,3,6,2,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,13,26,1,0,20240617,BOS,DAL,2023-24,42300405
Shot Chart Detail,42300405,402,201950,Jrue Holiday,1610612738,Boston Celtics,3,5,25,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,66,148,1,1,20240617,BOS,DAL,2023-24,42300405
Shot Chart Detail,42300405,511,201950,Jrue Holiday,1610612738,Boston Celtics,4,10,30,Missed Shot,Pullup Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,225,72,1,0,20240617,BOS,DAL,2023-24,42300405
Shot Chart Detail,41900401,19,203484,Kentavious Caldwell-Pope,1610612747,Los Angeles Lakers,1,9,56,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-70,256,1,0,20200930,LAL,MIA,2019-20,41900401
Shot Chart Detail,41900401,38,203484,Kentavious Caldwell-Pope,1610612747,Los Angeles Lakers,1,8,16,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-172,5,1,1,20200930,LAL,MIA,2019-20,41900401
Shot Chart Detail,41900401,81,203484,Kentavious Caldwell-Pope,1610612747,Los Angeles Lakers,1,3,44,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,10,1,1,20200930,LAL,MIA,2019-20,41900401
Shot Chart Detail,41900401,85,203484,Kentavious Caldwell-Pope,1610612747,Los Angeles Lakers,1,3,15,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,13,1,1,20200930,LAL,MIA,2019-20,41900401
Shot Chart Detail,41900401,109,203484,Kentavious Caldwell-Pope,1610612747,Los Angeles Lakers,1,2,0,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,9,28,1,0,20200930,LAL,MIA,2019-20,41900401
Shot Chart Detail,41900401,113,203484,Kentavious Caldwell-Pope,1610612747,Los Angeles Lakers,1,1,38,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-158,217,1,0,20200930,LAL,MIA,2019-20,41900401
Shot Chart Detail,41900401,413,203484,Kentavious Caldwell-Pope,1610612747,Los Angeles Lakers,3,4,50,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,235,67,1,0,20200930,LAL,MIA,2019-20,41900401
Shot Chart Detail,41900401,429,203484,Kentavious Caldwell-Pope,1610612747,Los Angeles Lakers,3,3,31,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-237,-4,1,0,20200930,LAL,MIA,2019-20,41900401
Shot Chart Detail,41900401,439,203484,Kentavious Caldwell-Pope,1610612747,Los Angeles Lakers,3,2,49,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-140,-17,1,0,20200930,LAL,MIA,2019-20,41900401
Shot Chart Detail,41900401,595,203484,Kentavious Caldwell-Pope,1610612747,Los Angeles Lakers,4,3,13,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,4,1,0,20200930,LAL,MIA,2019-20,41900401
Shot Chart Detail,41900402,14,203484,Kentavious Caldwell-Pope,1610612747,Los Angeles Lakers,1,10,40,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-231,6,1,0,20201002,LAL,MIA,2019-20,41900402
Shot Chart Detail,41900402,22,203484,Kentavious Caldwell-Pope,1610612747,Los Angeles Lakers,1,9,35,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,84,58,1,1,20201002,LAL,MIA,2019-20,41900402
Shot Chart Detail,41900402,63,203484,Kentavious Caldwell-Pope,1610612747,Los Angeles Lakers,1,6,35,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-234,-22,1,0,20201002,LAL,MIA,2019-20,41900402
Shot Chart Detail,41900402,103,203484,Kentavious Caldwell-Pope,1610612747,Los Angeles Lakers,1,3,35,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-231,0,1,0,20201002,LAL,MIA,2019-20,41900402
Shot Chart Detail,41900402,238,203484,Kentavious Caldwell-Pope,1610612747,Los Angeles Lakers,2,6,30,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,217,120,1,0,20201002,LAL,MIA,2019-20,41900402
Shot Chart Detail,41900402,260,203484,Kentavious Caldwell-Pope,1610612747,Los Angeles Lakers,2,3,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,46,259,1,0,20201002,LAL,MIA,2019-20,41900402
Shot Chart Detail,41900402,286,203484,Kentavious Caldwell-Pope,1610612747,Los Angeles Lakers,2,2,26,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-202,163,1,1,20201002,LAL,MIA,2019-20,41900402
Shot Chart Detail,41900402,390,203484,Kentavious Caldwell-Pope,1610612747,Los Angeles Lakers,3,6,20,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,45,193,1,1,20201002,LAL,MIA,2019-20,41900402
Shot Chart Detail,41900402,398,203484,Kentavious Caldwell-Pope,1610612747,Los Angeles Lakers,3,5,52,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,208,158,1,0,20201002,LAL,MIA,2019-20,41900402
Shot Chart Detail,41900402,410,203484,Kentavious Caldwell-Pope,1610612747,Los Angeles Lakers,3,5,8,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-160,124,1,0,20201002,LAL,MIA,2019-20,41900402
Shot Chart Detail,41900402,430,203484,Kentavious Caldwell-Pope,1610612747,Los Angeles Lakers,3,3,47,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-234,6,1,0,20201002,LAL,MIA,2019-20,41900402
Shot Chart Detail,41900402,441,203484,Kentavious Caldwell-Pope,1610612747,Los Angeles Lakers,3,2,55,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-152,213,1,0,20201002,LAL,MIA,2019-20,41900402
